timestep,plant,availability
t0144,SE1_gasturbine,0.8
t0145,SE1_gasturbine,0.8
t0146,SE1_gasturbine,0.8
t0147,SE1_gasturbine,0.8
t0148,SE1_gasturbine,0.8
t0149,SE1_gasturbine,0.8
t0150,SE1_gasturbine,0.8
t0151,SE1_gasturbine,0.8
t0152,SE1_gasturbine,0.8
t0153,SE1_gasturbine,0.8
t0154,SE1_gasturbine,0.8
t0155,SE1_gasturbine,0.8
t0156,SE1_gasturbine,0.8
t0157,SE1_gasturbine,0.8
t0158,SE1_gasturbine,0.8
t0159,SE1_gasturbine,0.8
t0160,SE1_gasturbine,0.8
t0161,SE1_gasturbine,0.8
t0162,SE1_gasturbine,0.8
t0163,SE1_gasturbine,0.8
t0164,SE1_gasturbine,0.8
t0165,SE1_gasturbine,0.8
t0166,SE1_gasturbine,0.8
t0167,SE1_gasturbine,0.8
t0168,SE1_gasturbine,0.8
t0001,SE1_solar,0.0
t0002,SE1_solar,0.0
t0003,SE1_solar,0.0
t0004,SE1_solar,0.0
t0005,SE1_solar,0.0
t0006,SE1_solar,0.0
t0007,SE1_solar,0.0
t0008,SE1_solar,0.0
t0009,SE1_solar,0.0
t0010,SE1_solar,0.001
t0011,SE1_solar,0.0007
t0012,SE1_solar,0.0007
t0013,SE1_solar,0.0007
t0014,SE1_solar,0.0
t0015,SE1_solar,0.0
t0016,SE1_solar,0.0
t0017,SE1_solar,0.0
t0018,SE1_solar,0.0
t0019,SE1_solar,0.0
t0020,SE1_solar,0.0
t0021,SE1_solar,0.0
t0022,SE1_solar,0.0
t0023,SE1_solar,0.0
t0024,SE1_solar,0.0
t0025,SE1_solar,0.0
t0026,SE1_solar,0.0
t0027,SE1_solar,0.0
t0028,SE1_solar,0.0
t0029,SE1_solar,0.0
t0030,SE1_solar,0.0
t0031,SE1_solar,0.0
t0032,SE1_solar,0.0
t0033,SE1_solar,0.0
t0034,SE1_solar,0.001
t0035,SE1_solar,0.0017
t0036,SE1_solar,0.0007
t0037,SE1_solar,0.0003
t0038,SE1_solar,0.0
t0039,SE1_solar,0.0
t0040,SE1_solar,0.0
t0041,SE1_solar,0.0
t0042,SE1_solar,0.0
t0043,SE1_solar,0.0
t0044,SE1_solar,0.0
t0045,SE1_solar,0.0
t0046,SE1_solar,0.0
t0047,SE1_solar,0.0
t0048,SE1_solar,0.0
t0049,SE1_solar,0.0
t0050,SE1_solar,0.0
t0051,SE1_solar,0.0
t0052,SE1_solar,0.0
t0053,SE1_solar,0.0
t0054,SE1_solar,0.0
t0055,SE1_solar,0.0
t0056,SE1_solar,0.0
t0057,SE1_solar,0.0
t0058,SE1_solar,0.001
t0059,SE1_solar,0.0021
t0060,SE1_solar,0.001
t0061,SE1_solar,0.001
t0062,SE1_solar,0.0
t0063,SE1_solar,0.0
t0064,SE1_solar,0.0
t0065,SE1_solar,0.0
t0066,SE1_solar,0.0
t0067,SE1_solar,0.0
t0068,SE1_solar,0.0
t0069,SE1_solar,0.0
t0070,SE1_solar,0.0
t0071,SE1_solar,0.0
t0072,SE1_solar,0.0
t0073,SE1_solar,0.0
t0074,SE1_solar,0.0
t0075,SE1_solar,0.0
t0076,SE1_solar,0.0
t0077,SE1_solar,0.0
t0078,SE1_solar,0.0
t0079,SE1_solar,0.0
t0080,SE1_solar,0.0
t0081,SE1_solar,0.0
t0082,SE1_solar,0.001
t0083,SE1_solar,0.001
t0084,SE1_solar,0.0007
t0085,SE1_solar,0.0007
t0086,SE1_solar,0.0
t0087,SE1_solar,0.0
t0088,SE1_solar,0.0
t0089,SE1_solar,0.0
t0090,SE1_solar,0.0
t0091,SE1_solar,0.0
t0092,SE1_solar,0.0
t0093,SE1_solar,0.0
t0094,SE1_solar,0.0
t0095,SE1_solar,0.0
t0096,SE1_solar,0.0
t0097,SE1_solar,0.0
t0098,SE1_solar,0.0
t0099,SE1_solar,0.0
t0100,SE1_solar,0.0
t0101,SE1_solar,0.0
t0102,SE1_solar,0.0
t0103,SE1_solar,0.0
t0104,SE1_solar,0.0
t0105,SE1_solar,0.0
t0106,SE1_solar,0.0003
t0107,SE1_solar,0.0007
t0108,SE1_solar,0.0003
t0109,SE1_solar,0.0003
t0110,SE1_solar,0.0
t0111,SE1_solar,0.0
t0112,SE1_solar,0.0
t0113,SE1_solar,0.0
t0114,SE1_solar,0.0
t0115,SE1_solar,0.0
t0116,SE1_solar,0.0
t0117,SE1_solar,0.0
t0118,SE1_solar,0.0
t0119,SE1_solar,0.0
t0120,SE1_solar,0.0
t0121,SE1_solar,0.0
t0122,SE1_solar,0.0
t0123,SE1_solar,0.0
t0124,SE1_solar,0.0
t0125,SE1_solar,0.0
t0126,SE1_solar,0.0
t0127,SE1_solar,0.0
t0128,SE1_solar,0.0
t0129,SE1_solar,0.0
t0130,SE1_solar,0.0003
t0131,SE1_solar,0.0007
t0132,SE1_solar,0.0007
t0133,SE1_solar,0.0007
t0134,SE1_solar,0.0
t0135,SE1_solar,0.0
t0136,SE1_solar,0.0
t0137,SE1_solar,0.0
t0138,SE1_solar,0.0
t0139,SE1_solar,0.0
t0140,SE1_solar,0.0
t0141,SE1_solar,0.0
t0142,SE1_solar,0.0
t0143,SE1_solar,0.0
t0144,SE1_solar,0.0
t0145,SE1_solar,0.0
t0146,SE1_solar,0.0
t0147,SE1_solar,0.0
t0148,SE1_solar,0.0
t0149,SE1_solar,0.0
t0150,SE1_solar,0.0
t0151,SE1_solar,0.0
t0152,SE1_solar,0.0
t0153,SE1_solar,0.0
t0154,SE1_solar,0.0007
t0155,SE1_solar,0.0007
t0156,SE1_solar,0.0007
t0157,SE1_solar,0.0007
t0158,SE1_solar,0.0
t0159,SE1_solar,0.0
t0160,SE1_solar,0.0
t0161,SE1_solar,0.0
t0162,SE1_solar,0.0
t0163,SE1_solar,0.0
t0164,SE1_solar,0.0
t0165,SE1_solar,0.0
t0166,SE1_solar,0.0
t0167,SE1_solar,0.0
t0168,SE1_solar,0.0
t0001,SE2_hydro,0.2204
t0002,SE2_hydro,0.2208
t0003,SE2_hydro,0.2239
t0004,SE2_hydro,0.2278
t0005,SE2_hydro,0.2316
t0006,SE2_hydro,0.2765
t0007,SE2_hydro,0.317
t0008,SE2_hydro,0.3334
t0009,SE2_hydro,0.3486
t0010,SE2_hydro,0.3668
t0011,SE2_hydro,0.3773
t0012,SE2_hydro,0.4058
t0013,SE2_hydro,0.4157
t0014,SE2_hydro,0.4835
t0015,SE2_hydro,0.5338
t0016,SE2_hydro,0.556
t0017,SE2_hydro,0.5711
t0018,SE2_hydro,0.5923
t0019,SE2_hydro,0.6179
t0020,SE2_hydro,0.6279
t0021,SE2_hydro,0.634
t0022,SE2_hydro,0.6442
t0023,SE2_hydro,0.6411
t0024,SE2_hydro,0.6525
t0025,SE2_hydro,0.6521
t0026,SE2_hydro,0.5994
t0027,SE2_hydro,0.5972
t0028,SE2_hydro,0.606
t0029,SE2_hydro,0.5655
t0030,SE2_hydro,0.5037
t0031,SE2_hydro,0.5204
t0032,SE2_hydro,0.5266
t0033,SE2_hydro,0.5163
t0034,SE2_hydro,0.5126
t0035,SE2_hydro,0.5182
t0036,SE2_hydro,0.4962
t0037,SE2_hydro,0.4679
t0038,SE2_hydro,0.5109
t0039,SE2_hydro,0.5464
t0040,SE2_hydro,0.5665
t0041,SE2_hydro,0.5792
t0042,SE2_hydro,0.6234
t0043,SE2_hydro,0.6772
t0044,SE2_hydro,0.703
t0045,SE2_hydro,0.7183
t0046,SE2_hydro,0.7279
t0047,SE2_hydro,0.7224
t0048,SE2_hydro,0.6835
t0049,SE2_hydro,0.6769
t0050,SE2_hydro,0.6749
t0051,SE2_hydro,0.6709
t0052,SE2_hydro,0.6911
t0053,SE2_hydro,0.7191
t0054,SE2_hydro,0.7391
t0055,SE2_hydro,0.7354
t0056,SE2_hydro,0.7088
t0057,SE2_hydro,0.6855
t0058,SE2_hydro,0.6472
t0059,SE2_hydro,0.6262
t0060,SE2_hydro,0.5594
t0061,SE2_hydro,0.5456
t0062,SE2_hydro,0.4792
t0063,SE2_hydro,0.462
t0064,SE2_hydro,0.4121
t0065,SE2_hydro,0.4051
t0066,SE2_hydro,0.3515
t0067,SE2_hydro,0.354
t0068,SE2_hydro,0.3451
t0069,SE2_hydro,0.326
t0070,SE2_hydro,0.3132
t0071,SE2_hydro,0.3312
t0072,SE2_hydro,0.3643
t0073,SE2_hydro,0.3507
t0074,SE2_hydro,0.3631
t0075,SE2_hydro,0.3663
t0076,SE2_hydro,0.365
t0077,SE2_hydro,0.3586
t0078,SE2_hydro,0.362
t0079,SE2_hydro,0.3631
t0080,SE2_hydro,0.3818
t0081,SE2_hydro,0.4002
t0082,SE2_hydro,0.4063
t0083,SE2_hydro,0.4157
t0084,SE2_hydro,0.4276
t0085,SE2_hydro,0.4601
t0086,SE2_hydro,0.4838
t0087,SE2_hydro,0.4902
t0088,SE2_hydro,0.4918
t0089,SE2_hydro,0.489
t0090,SE2_hydro,0.4963
t0091,SE2_hydro,0.5002
t0092,SE2_hydro,0.5092
t0093,SE2_hydro,0.5222
t0094,SE2_hydro,0.6334
t0095,SE2_hydro,0.6294
t0096,SE2_hydro,0.6006
t0097,SE2_hydro,0.5557
t0098,SE2_hydro,0.5108
t0099,SE2_hydro,0.4718
t0100,SE2_hydro,0.4822
t0101,SE2_hydro,0.5687
t0102,SE2_hydro,0.5539
t0103,SE2_hydro,0.5723
t0104,SE2_hydro,0.5572
t0105,SE2_hydro,0.5682
t0106,SE2_hydro,0.5685
t0107,SE2_hydro,0.5695
t0108,SE2_hydro,0.5631
t0109,SE2_hydro,0.5732
t0110,SE2_hydro,0.5685
t0111,SE2_hydro,0.5749
t0112,SE2_hydro,0.5713
t0113,SE2_hydro,0.5443
t0114,SE2_hydro,0.5086
t0115,SE2_hydro,0.4638
t0116,SE2_hydro,0.4625
t0117,SE2_hydro,0.4649
t0118,SE2_hydro,0.5114
t0119,SE2_hydro,0.5294
t0120,SE2_hydro,0.4435
t0121,SE2_hydro,0.4492
t0122,SE2_hydro,0.4711
t0123,SE2_hydro,0.4967
t0124,SE2_hydro,0.5203
t0125,SE2_hydro,0.618
t0126,SE2_hydro,0.6489
t0127,SE2_hydro,0.6787
t0128,SE2_hydro,0.6897
t0129,SE2_hydro,0.696
t0130,SE2_hydro,0.6957
t0131,SE2_hydro,0.6997
t0132,SE2_hydro,0.7214
t0133,SE2_hydro,0.7344
t0134,SE2_hydro,0.7352
t0135,SE2_hydro,0.737
t0136,SE2_hydro,0.7373
t0137,SE2_hydro,0.7401
t0138,SE2_hydro,0.7403
t0139,SE2_hydro,0.7424
t0140,SE2_hydro,0.7526
t0141,SE2_hydro,0.7549
t0142,SE2_hydro,0.7476
t0143,SE2_hydro,0.7463
t0144,SE2_hydro,0.7658
t0145,SE2_hydro,0.769
t0146,SE2_hydro,0.7687
t0147,SE2_hydro,0.7624
t0148,SE2_hydro,0.764
t0149,SE2_hydro,0.7577
t0150,SE2_hydro,0.7528
t0151,SE2_hydro,0.7449
t0152,SE2_hydro,0.7424
t0153,SE2_hydro,0.737
t0154,SE2_hydro,0.7314
t0155,SE2_hydro,0.6942
t0156,SE2_hydro,0.6358
t0157,SE2_hydro,0.5929
t0158,SE2_hydro,0.5356
t0159,SE2_hydro,0.4667
t0160,SE2_hydro,0.4488
t0161,SE2_hydro,0.4811
t0162,SE2_hydro,0.4865
t0163,SE2_hydro,0.4341
t0164,SE2_hydro,0.432
t0165,SE2_hydro,0.4609
t0166,SE2_hydro,0.4997
t0167,SE2_hydro,0.5383
t0168,SE2_hydro,0.5878
t0001,SE2_wind,0.6919
t0002,SE2_wind,0.7078
t0003,SE2_wind,0.706
t0004,SE2_wind,0.6975
t0005,SE2_wind,0.69
t0006,SE2_wind,0.67
t0007,SE2_wind,0.6392
t0008,SE2_wind,0.6046
t0009,SE2_wind,0.5754
t0010,SE2_wind,0.5489
t0011,SE2_wind,0.5196
t0012,SE2_wind,0.5092
t0013,SE2_wind,0.4956
t0014,SE2_wind,0.4433
t0015,SE2_wind,0.3835
t0016,SE2_wind,0.342
t0017,SE2_wind,0.3371
t0018,SE2_wind,0.3478
t0019,SE2_wind,0.3474
t0020,SE2_wind,0.3421
t0021,SE2_wind,0.351
t0022,SE2_wind,0.358
t0023,SE2_wind,0.3958
t0024,SE2_wind,0.4346
t0025,SE2_wind,0.4712
t0026,SE2_wind,0.4857
t0027,SE2_wind,0.5071
t0028,SE2_wind,0.533
t0029,SE2_wind,0.5574
t0030,SE2_wind,0.5793
t0031,SE2_wind,0.5836
t0032,SE2_wind,0.5707
t0033,SE2_wind,0.5713
t0034,SE2_wind,0.5857
t0035,SE2_wind,0.5874
t0036,SE2_wind,0.5699
t0037,SE2_wind,0.5596
t0038,SE2_wind,0.571
t0039,SE2_wind,0.5749
t0040,SE2_wind,0.5627
t0041,SE2_wind,0.5242
t0042,SE2_wind,0.4671
t0043,SE2_wind,0.4124
t0044,SE2_wind,0.3576
t0045,SE2_wind,0.2956
t0046,SE2_wind,0.2443
t0047,SE2_wind,0.1922
t0048,SE2_wind,0.1419
t0049,SE2_wind,0.1028
t0050,SE2_wind,0.0669
t0051,SE2_wind,0.0511
t0052,SE2_wind,0.0405
t0053,SE2_wind,0.0573
t0054,SE2_wind,0.0933
t0055,SE2_wind,0.1365
t0056,SE2_wind,0.1933
t0057,SE2_wind,0.266
t0058,SE2_wind,0.3285
t0059,SE2_wind,0.3716
t0060,SE2_wind,0.3846
t0061,SE2_wind,0.4223
t0062,SE2_wind,0.4533
t0063,SE2_wind,0.4884
t0064,SE2_wind,0.5084
t0065,SE2_wind,0.5686
t0066,SE2_wind,0.6027
t0067,SE2_wind,0.6218
t0068,SE2_wind,0.623
t0069,SE2_wind,0.6033
t0070,SE2_wind,0.5978
t0071,SE2_wind,0.6111
t0072,SE2_wind,0.6769
t0073,SE2_wind,0.6698
t0074,SE2_wind,0.6659
t0075,SE2_wind,0.6671
t0076,SE2_wind,0.6636
t0077,SE2_wind,0.6509
t0078,SE2_wind,0.6442
t0079,SE2_wind,0.6339
t0080,SE2_wind,0.6258
t0081,SE2_wind,0.6532
t0082,SE2_wind,0.6387
t0083,SE2_wind,0.6391
t0084,SE2_wind,0.6244
t0085,SE2_wind,0.6035
t0086,SE2_wind,0.5831
t0087,SE2_wind,0.5759
t0088,SE2_wind,0.5755
t0089,SE2_wind,0.577
t0090,SE2_wind,0.5773
t0091,SE2_wind,0.5498
t0092,SE2_wind,0.5283
t0093,SE2_wind,0.5163
t0094,SE2_wind,0.5031
t0095,SE2_wind,0.491
t0096,SE2_wind,0.4815
t0097,SE2_wind,0.4684
t0098,SE2_wind,0.4801
t0099,SE2_wind,0.4547
t0100,SE2_wind,0.4577
t0101,SE2_wind,0.4425
t0102,SE2_wind,0.432
t0103,SE2_wind,0.4328
t0104,SE2_wind,0.4386
t0105,SE2_wind,0.4569
t0106,SE2_wind,0.4786
t0107,SE2_wind,0.4891
t0108,SE2_wind,0.4914
t0109,SE2_wind,0.4785
t0110,SE2_wind,0.4802
t0111,SE2_wind,0.5146
t0112,SE2_wind,0.5308
t0113,SE2_wind,0.5561
t0114,SE2_wind,0.5631
t0115,SE2_wind,0.5285
t0116,SE2_wind,0.5306
t0117,SE2_wind,0.5323
t0118,SE2_wind,0.5536
t0119,SE2_wind,0.5488
t0120,SE2_wind,0.5548
t0121,SE2_wind,0.5445
t0122,SE2_wind,0.5264
t0123,SE2_wind,0.4982
t0124,SE2_wind,0.4608
t0125,SE2_wind,0.4281
t0126,SE2_wind,0.4022
t0127,SE2_wind,0.3859
t0128,SE2_wind,0.3576
t0129,SE2_wind,0.3167
t0130,SE2_wind,0.3038
t0131,SE2_wind,0.2761
t0132,SE2_wind,0.2509
t0133,SE2_wind,0.2291
t0134,SE2_wind,0.2131
t0135,SE2_wind,0.2044
t0136,SE2_wind,0.1855
t0137,SE2_wind,0.1722
t0138,SE2_wind,0.1637
t0139,SE2_wind,0.1532
t0140,SE2_wind,0.1498
t0141,SE2_wind,0.1483
t0142,SE2_wind,0.1374
t0143,SE2_wind,0.1225
t0144,SE2_wind,0.1127
t0145,SE2_wind,0.1004
t0146,SE2_wind,0.099
t0147,SE2_wind,0.1015
t0148,SE2_wind,0.1041
t0149,SE2_wind,0.1109
t0150,SE2_wind,0.1214
t0151,SE2_wind,0.1471
t0152,SE2_wind,0.1679
t0153,SE2_wind,0.2015
t0154,SE2_wind,0.2355
t0155,SE2_wind,0.2816
t0156,SE2_wind,0.3499
t0157,SE2_wind,0.4498
t0158,SE2_wind,0.5497
t0159,SE2_wind,0.6403
t0160,SE2_wind,0.671
t0161,SE2_wind,0.7236
t0162,SE2_wind,0.734
t0163,SE2_wind,0.7073
t0164,SE2_wind,0.7446
t0165,SE2_wind,0.7297
t0166,SE2_wind,0.6901
t0167,SE2_wind,0.6498
t0168,SE2_wind,0.5879
t0001,SE2_chp_district,0.8
t0002,SE2_chp_district,0.8
t0003,SE2_chp_district,0.8
t0004,SE2_chp_district,0.8
t0005,SE2_chp_district,0.8
t0006,SE2_chp_district,0.8
t0007,SE2_chp_district,0.8
t0008,SE2_chp_district,0.8
t0009,SE2_chp_district,0.8
t0010,SE2_chp_district,0.8
t0011,SE2_chp_district,0.8
t0012,SE2_chp_district,0.8
t0013,SE2_chp_district,0.8
t0014,SE2_chp_district,0.8
t0015,SE2_chp_district,0.8
t0016,SE2_chp_district,0.8
t0017,SE2_chp_district,0.8
t0018,SE2_chp_district,0.8
t0019,SE2_chp_district,0.8
t0020,SE2_chp_district,0.8
t0021,SE2_chp_district,0.8
t0022,SE2_chp_district,0.8
t0023,SE2_chp_district,0.8
t0024,SE2_chp_district,0.8
t0025,SE2_chp_district,0.8
t0026,SE2_chp_district,0.8
t0027,SE2_chp_district,0.8
t0028,SE2_chp_district,0.8
t0029,SE2_chp_district,0.8
t0030,SE2_chp_district,0.8
t0031,SE2_chp_district,0.8
t0032,SE2_chp_district,0.8
t0033,SE2_chp_district,0.8
t0034,SE2_chp_district,0.8
t0035,SE2_chp_district,0.8
t0036,SE2_chp_district,0.8
t0037,SE2_chp_district,0.8
t0038,SE2_chp_district,0.8
t0039,SE2_chp_district,0.8
t0040,SE2_chp_district,0.8
t0041,SE2_chp_district,0.8
t0042,SE2_chp_district,0.8
t0043,SE2_chp_district,0.8
t0044,SE2_chp_district,0.8
t0045,SE2_chp_district,0.8
t0046,SE2_chp_district,0.8
t0047,SE2_chp_district,0.8
t0048,SE2_chp_district,0.8
t0049,SE2_chp_district,0.8
t0050,SE2_chp_district,0.8
t0051,SE2_chp_district,0.8
t0052,SE2_chp_district,0.8
t0053,SE2_chp_district,0.8
t0054,SE2_chp_district,0.8
t0055,SE2_chp_district,0.8
t0056,SE2_chp_district,0.8
t0057,SE2_chp_district,0.8
t0058,SE2_chp_district,0.8
t0059,SE2_chp_district,0.8
t0060,SE2_chp_district,0.8
t0061,SE2_chp_district,0.8
t0062,SE2_chp_district,0.8
t0063,SE2_chp_district,0.8
t0064,SE2_chp_district,0.8
t0065,SE2_chp_district,0.8
t0066,SE2_chp_district,0.8
t0067,SE2_chp_district,0.8
t0068,SE2_chp_district,0.8
t0069,SE2_chp_district,0.8
t0070,SE2_chp_district,0.8
t0071,SE2_chp_district,0.8
t0072,SE2_chp_district,0.8
t0073,SE2_chp_district,0.8
t0074,SE2_chp_district,0.8
t0075,SE2_chp_district,0.8
t0076,SE2_chp_district,0.8
t0077,SE2_chp_district,0.8
t0078,SE2_chp_district,0.8
t0079,SE2_chp_district,0.8
t0080,SE2_chp_district,0.8
t0081,SE2_chp_district,0.8
t0082,SE2_chp_district,0.8
t0083,SE2_chp_district,0.8
t0084,SE2_chp_district,0.8
t0085,SE2_chp_district,0.8
t0086,SE2_chp_district,0.8
t0087,SE2_chp_district,0.8
t0088,SE2_chp_district,0.8
t0089,SE2_chp_district,0.8
t0090,SE2_chp_district,0.8
t0091,SE2_chp_district,0.8
t0092,SE2_chp_district,0.8
t0093,SE2_chp_district,0.8
t0094,SE2_chp_district,0.8
t0095,SE2_chp_district,0.8
t0096,SE2_chp_district,0.8
t0097,SE2_chp_district,0.8
t0098,SE2_chp_district,0.8
t0099,SE2_chp_district,0.8
t0100,SE2_chp_district,0.8
t0101,SE2_chp_district,0.8
t0102,SE2_chp_district,0.8
t0103,SE2_chp_district,0.8
t0104,SE2_chp_district,0.8
t0105,SE2_chp_district,0.8
t0106,SE2_chp_district,0.8
t0107,SE2_chp_district,0.8
t0108,SE2_chp_district,0.8
t0109,SE2_chp_district,0.8
t0110,SE2_chp_district,0.8
t0111,SE2_chp_district,0.8
t0112,SE2_chp_district,0.8
t0113,SE2_chp_district,0.8
t0114,SE2_chp_district,0.8
t0115,SE2_chp_district,0.8
t0116,SE2_chp_district,0.8
t0117,SE2_chp_district,0.8
t0118,SE2_chp_district,0.8
t0119,SE2_chp_district,0.8
t0120,SE2_chp_district,0.8
t0121,SE2_chp_district,0.8
t0122,SE2_chp_district,0.8
t0123,SE2_chp_district,0.8
t0124,SE2_chp_district,0.8
t0125,SE2_chp_district,0.8
t0126,SE2_chp_district,0.8
t0127,SE2_chp_district,0.8
t0128,SE2_chp_district,0.8
t0129,SE2_chp_district,0.8
t0130,SE2_chp_district,0.8
t0131,SE2_chp_district,0.8
t0132,SE2_chp_district,0.8
t0133,SE2_chp_district,0.8
t0134,SE2_chp_district,0.8
t0135,SE2_chp_district,0.8
t0136,SE2_chp_district,0.8
t0137,SE2_chp_district,0.8
t0138,SE2_chp_district,0.8
t0139,SE2_chp_district,0.8
t0140,SE2_chp_district,0.8
t0141,SE2_chp_district,0.8
t0142,SE2_chp_district,0.8
t0143,SE2_chp_district,0.8
t0144,SE2_chp_district,0.8
t0145,SE2_chp_district,0.8
t0146,SE2_chp_district,0.8
t0147,SE2_chp_district,0.8
t0148,SE2_chp_district,0.8
t0149,SE2_chp_district,0.8
t0150,SE2_chp_district,0.8
t0151,SE2_chp_district,0.8
t0152,SE2_chp_district,0.8
t0153,SE2_chp_district,0.8
t0154,SE2_chp_district,0.8
t0155,SE2_chp_district,0.8
t0156,SE2_chp_district,0.8
t0157,SE2_chp_district,0.8
t0158,SE2_chp_district,0.8
t0159,SE2_chp_district,0.8
t0160,SE2_chp_district,0.8
t0161,SE2_chp_district,0.8
t0162,SE2_chp_district,0.8
t0163,SE2_chp_district,0.8
t0164,SE2_chp_district,0.8
t0165,SE2_chp_district,0.8
t0166,SE2_chp_district,0.8
t0167,SE2_chp_district,0.8
t0168,SE2_chp_district,0.8
t0001,SE2_chp_industry,0.8
t0002,SE2_chp_industry,0.8
t0003,SE2_chp_industry,0.8
t0004,SE2_chp_industry,0.8
t0005,SE2_chp_industry,0.8
t0006,SE2_chp_industry,0.8
t0007,SE2_chp_industry,0.8
t0008,SE2_chp_industry,0.8
t0009,SE2_chp_industry,0.8
t0010,SE2_chp_industry,0.8
t0011,SE2_chp_industry,0.8
t0012,SE2_chp_industry,0.8
t0013,SE2_chp_industry,0.8
t0014,SE2_chp_industry,0.8
t0015,SE2_chp_industry,0.8
t0016,SE2_chp_industry,0.8
t0017,SE2_chp_industry,0.8
t0018,SE2_chp_industry,0.8
t0019,SE2_chp_industry,0.8
t0020,SE2_chp_industry,0.8
t0021,SE2_chp_industry,0.8
t0022,SE2_chp_industry,0.8
t0023,SE2_chp_industry,0.8
t0024,SE2_chp_industry,0.8
t0025,SE2_chp_industry,0.8
t0026,SE2_chp_industry,0.8
t0027,SE2_chp_industry,0.8
t0028,SE2_chp_industry,0.8
t0029,SE2_chp_industry,0.8
t0030,SE2_chp_industry,0.8
t0031,SE2_chp_industry,0.8
t0032,SE2_chp_industry,0.8
t0033,SE2_chp_industry,0.8
t0034,SE2_chp_industry,0.8
t0035,SE2_chp_industry,0.8
t0036,SE2_chp_industry,0.8
t0037,SE2_chp_industry,0.8
t0038,SE2_chp_industry,0.8
t0039,SE2_chp_industry,0.8
t0040,SE2_chp_industry,0.8
t0041,SE2_chp_industry,0.8
t0042,SE2_chp_industry,0.8
t0043,SE2_chp_industry,0.8
t0044,SE2_chp_industry,0.8
t0045,SE2_chp_industry,0.8
t0046,SE2_chp_industry,0.8
t0047,SE2_chp_industry,0.8
t0048,SE2_chp_industry,0.8
t0049,SE2_chp_industry,0.8
t0050,SE2_chp_industry,0.8
t0051,SE2_chp_industry,0.8
t0052,SE2_chp_industry,0.8
t0053,SE2_chp_industry,0.8
t0054,SE2_chp_industry,0.8
t0055,SE2_chp_industry,0.8
t0056,SE2_chp_industry,0.8
t0057,SE2_chp_industry,0.8
t0058,SE2_chp_industry,0.8
t0059,SE2_chp_industry,0.8
t0060,SE2_chp_industry,0.8
t0061,SE2_chp_industry,0.8
t0062,SE2_chp_industry,0.8
t0063,SE2_chp_industry,0.8
t0064,SE2_chp_industry,0.8
t0065,SE2_chp_industry,0.8
t0066,SE2_chp_industry,0.8
t0067,SE2_chp_industry,0.8
t0068,SE2_chp_industry,0.8
t0069,SE2_chp_industry,0.8
t0070,SE2_chp_industry,0.8
t0071,SE2_chp_industry,0.8
t0072,SE2_chp_industry,0.8
t0073,SE2_chp_industry,0.8
t0074,SE2_chp_industry,0.8
t0075,SE2_chp_industry,0.8
t0076,SE2_chp_industry,0.8
t0077,SE2_chp_industry,0.8
t0078,SE2_chp_industry,0.8
t0079,SE2_chp_industry,0.8
t0080,SE2_chp_industry,0.8
t0081,SE2_chp_industry,0.8
t0082,SE2_chp_industry,0.8
t0083,SE2_chp_industry,0.8
t0084,SE2_chp_industry,0.8
t0085,SE2_chp_industry,0.8
t0086,SE2_chp_industry,0.8
t0087,SE2_chp_industry,0.8
t0088,SE2_chp_industry,0.8
t0089,SE2_chp_industry,0.8
t0090,SE2_chp_industry,0.8
t0091,SE2_chp_industry,0.8
t0092,SE2_chp_industry,0.8
t0093,SE2_chp_industry,0.8
t0094,SE2_chp_industry,0.8
t0095,SE2_chp_industry,0.8
t0096,SE2_chp_industry,0.8
t0097,SE2_chp_industry,0.8
t0098,SE2_chp_industry,0.8
t0099,SE2_chp_industry,0.8
t0100,SE2_chp_industry,0.8
t0101,SE2_chp_industry,0.8
t0102,SE2_chp_industry,0.8
t0103,SE2_chp_industry,0.8
t0104,SE2_chp_industry,0.8
t0105,SE2_chp_industry,0.8
t0106,SE2_chp_industry,0.8
t0107,SE2_chp_industry,0.8
t0108,SE2_chp_industry,0.8
t0109,SE2_chp_industry,0.8
t0110,SE2_chp_industry,0.8
t0111,SE2_chp_industry,0.8
t0112,SE2_chp_industry,0.8
t0113,SE2_chp_industry,0.8
t0114,SE2_chp_industry,0.8
t0115,SE2_chp_industry,0.8
t0116,SE2_chp_industry,0.8
t0117,SE2_chp_industry,0.8
t0118,SE2_chp_industry,0.8
t0119,SE2_chp_industry,0.8
t0120,SE2_chp_industry,0.8
t0121,SE2_chp_industry,0.8
t0122,SE2_chp_industry,0.8
t0123,SE2_chp_industry,0.8
t0124,SE2_chp_industry,0.8
t0125,SE2_chp_industry,0.8
t0126,SE2_chp_industry,0.8
t0127,SE2_chp_industry,0.8
t0128,SE2_chp_industry,0.8
t0129,SE2_chp_industry,0.8
t0130,SE2_chp_industry,0.8
t0131,SE2_chp_industry,0.8
t0132,SE2_chp_industry,0.8
t0133,SE2_chp_industry,0.8
t0134,SE2_chp_industry,0.8
t0135,SE2_chp_industry,0.8
t0136,SE2_chp_industry,0.8
t0137,SE2_chp_industry,0.8
t0138,SE2_chp_industry,0.8
t0139,SE2_chp_industry,0.8
t0140,SE2_chp_industry,0.8
t0141,SE2_chp_industry,0.8
t0142,SE2_chp_industry,0.8
t0143,SE2_chp_industry,0.8
t0144,SE2_chp_industry,0.8
t0145,SE2_chp_industry,0.8
t0146,SE2_chp_industry,0.8
